0	0	0	0	0	0	0	472.974648
0	0	0	0	0	0	0	2.05253309
0	0	0	0	0	0	0	4.340293884
0	0	0	0	0	0	0	0.849396706
0	0	0	0	0	0	0	1.513372421
0	0	0	0	0	0	0	4.633225441
0	0	0	0	0	0	0	0.760686398
0	0	0	0	0	0	0	1.395858288
0	0	0	0	0	0	0	0.166318893
0	0	0	0	0	0	0	0.727482557
0	0	0	0	0	0	0	0.296133518
0	0	0	0	0	0	0	2.657701492
0	0	0	0	0	0	0	1.327450752
0	0	0	0	0	0	0	1.825907707
0	0	0	0	0	0	0	2.23465395
0	0	0	0	0	0	0	1.078222752
0	0	0	0	0	0	0	2.046032846
0	0	0	0	0	0	0	0.809592247
0	0	0	0	0	0	0	0.933006287
0	0	0	0	0	0	0	0.970010281
0	0	0	0	0	0	0	0.222125292
0	0	0	0	0	0	0	3.986653328
0	0	0	0	0	0	0	0.316936016
0	0	0	0	0	0	0	7.254924893
0	0	0	0	0	0	0	1.019015312
0	0	0	0	0	0	0	1.73859787
0	0	0	0	0	0	1	1793.936026
0	0	0	0	0	0	1	25.9487493
0	0	0	0	0	0	1	18.61821604
0	0	0	0	0	0	1	14.98430157
0	0	0	0	0	0	1	12.00186431
0	0	0	0	0	0	1	0.399345398
0	0	0	0	0	0	1	4.597122788
0	0	0	0	0	0	1	3.119554281
0	0	0	0	0	0	1	10.89053857
0	0	0	0	0	0	1	1.41326046
0	0	0	0	0	0	1	5.494924545
0	0	0	0	0	0	1	3.221365929
0	0	0	0	0	0	1	1.796604157
0	0	0	0	0	0	1	19.18307924
0	0	0	0	0	0	1	2.979138851
0	0	0	0	0	0	1	0.968510151
0	0	0	0	0	0	1	6.97159195
0	0	0	0	0	0	1	1.014115095
0	0	0	0	0	0	1	0.684477806
0	0	0	0	0	0	1	3.065547466
0	0	0	0	0	0	1	0.182520747
0	0	0	0	0	0	1	6.464733601
0	0	0	0	0	0	1	2.707808018
0	0	0	0	0	0	1	8.471563101
0	0	0	0	0	0	1	0.968709946
0	0	0	0	0	0	1	2.305761337
0	0	0	0	0	0	1	2.146343231
0	0	0	0	0	0	1	0.330737591
0	0	0	0	0	0	1	4.751638651
0	0	0	0	0	0	1	1.951521874
0	0	0	0	0	0	1	0.733783245
0	0	0	0	0	0	1	2.337065697
0	0	0	0	0	0	1	0.473653793
0	0	0	0	0	0	1	2.143342972
0	0	0	0	0	0	1	1.201336861
0	0	0	0	0	0	1	0.503457069
0	0	0	0	0	0	1	22.51945937
0	0	0	0	0	0	1	4.866653204
0	0	0	0	0	0	1	2.032130718
0	0	0	0	0	0	1	2.036231518
0	0	0	0	0	0	1	15.72018737
0	0	0	0	0	0	1	0.179520369
0	0	0	0	0	0	1	1.623785019
0	0	0	0	0	0	1	0.711081028
0	0	0	0	0	0	1	2.158545017
0	0	0	0	0	0	1	0.222125292
0	0	0	0	0	0	1	0.775588036
0	0	0	0	0	0	1	3.691619873
0	0	0	0	0	0	1	12.81785584
0	0	0	0	0	0	1	0.614769936
0	0	0	0	0	0	1	0.239527226
0	0	0	0	0	0	1	2.996439695
0	0	0	0	0	0	1	3.640314579
0	0	0	0	0	0	1	0.549862385
0	0	0	0	0	0	1	2.238054276
0	0	0	0	0	0	1	2.140643597
0	0	0	0	0	0	1	1.694993019
0	0	0	0	0	0	1	1.509271622
0	0	0	0	0	0	1	0.893101692
0	0	0	0	0	0	1	2.403772354
0	0	0	0	0	0	1	2.51458633
0	0	0	0	0	0	1	72.30721176
0	0	0	0	0	0	1	7.369436741
0	0	0	0	0	0	1	5.882768631
0	0	0	0	0	0	1	2.170646668
0	0	0	0	0	1	0	33.40669489
0	0	0	0	0	1	0	2.456478119
0	0	0	0	0	1	0	3.186862946
0	0	0	0	0	1	0	0.678477287
0	0	0	0	0	1	0	1.60128212
0	0	0	0	0	1	0	0.36814189
0	0	0	0	0	1	0	0.921104908
0	0	0	0	0	1	0	1.471867561
0	0	0	0	0	1	1	401.2584842
0	0	0	0	0	1	1	2.060133934
0	0	0	0	0	1	1	8.521467924
0	0	0	0	0	1	1	4.981366158
0	0	0	0	0	1	1	5.255896807
0	0	0	0	0	1	1	1.450764656
0	0	0	0	0	1	1	7.211419582
0	0	0	0	0	1	1	7.052302122
0	0	0	0	0	1	1	4.215778828
0	0	0	0	0	1	1	0.849396706
0	0	0	0	0	1	1	1.689692259
0	0	0	0	0	1	1	0.748785019
0	0	0	0	0	1	1	0.513658524
0	0	0	0	0	1	1	1.926818848
0	0	0	0	0	1	1	1.848609924
0	0	0	0	0	1	1	1.646886826
0	0	0	0	0	1	1	0.493556023
0	0	0	0	0	1	1	0.838395119
0	0	0	0	0	1	1	1.484668732
0	0	0	0	0	1	1	0.741884232
0	0	0	0	0	1	1	7.32423228
0	0	0	0	0	1	1	0.519058704
0	0	0	0	0	1	1	1.533474207
0	0	0	0	0	1	1	2.674804449
0	0	0	0	0	1	1	0.476354122
0	0	0	0	0	1	1	3.951848984
0	0	0	0	0	1	1	0.145216465
0	0	0	0	0	1	1	2.618697882
0	0	0	0	0	1	1	3.286273956
0	0	0	0	0	1	1	0.144516468
0	0	0	0	0	1	1	24.16344494
0	0	0	0	0	1	1	0.381143332
0	0	0	0	1	0	0	15.34514487
0	0	0	0	1	0	0	5.670843124
0	0	0	0	1	0	0	0.490855932
0	0	0	0	1	0	0	1.152931213
0	0	0	0	1	0	0	1.088223696
0	0	0	0	1	0	1	155.993626
0	0	0	0	1	0	1	1.949221849
0	0	0	0	1	0	1	1.580479622
0	0	0	0	1	0	1	9.191445351
0	0	0	0	1	0	1	4.349693298
0	0	0	0	1	0	1	3.999754846
0	0	0	0	1	0	1	0.338938475
0	0	0	0	1	0	1	2.182547689
0	0	0	0	1	0	1	0.763786793
0	0	0	0	1	0	1	2.329664946
0	0	0	0	1	0	1	2.90953064
0	0	0	0	1	0	1	1.775601864
0	0	0	0	1	0	1	0.607569218
0	0	0	0	1	0	1	1.591680527
0	0	0	0	1	0	1	0.943807125
0	0	0	0	1	0	1	1.045619011
0	0	0	0	1	0	1	5.973978043
